ref	query	chrom	ref_start	ref_end	source	block_no	ref_assembly	block_size	ref_chrom	bin_size_mbp
mattis	robigus	chr7B	345000000	350000000	nucmer	7897	mattis	5000000	chr7B__sym	5
mattis	weebil	chr7B	70000000	75000000	nucmer	7898	mattis	5000000	chr7B__sym	5
mattis	weebil	chr7B	320000000	325000000	nucmer	7899	mattis	5000000	chr7B__sym	5
claire	arina	chr7B	145000000	705000000	nucmer	7801	arina	560000000	chr7B__ari	5
claire	mattis	chr7B	300000000	830000000	nucmer	7802	mattis	530000000	chr7B__sym	5
robigus	julius	chr7B	195000000	435000000	nucmer	7804	julius	240000000	chr7B__jul	5
paragon	arina	chr7B	215000000	430000000	nucmer	7805	arina	215000000	chr7B__ari	5
paragon	mattis	chr7B	545000000	760000000	nucmer	7806	mattis	215000000	chr7B__sym	5
cadenza	arina	chr7B	215000000	420000000	nucmer	7807	arina	205000000	chr7B__ari	5
weebil	mace	chr7B	415000000	600000000	nucmer	7808	mace	185000000	chr7B__mac	5
cadenza	mattis	chr7B	625000000	760000000	nucmer	7809	mattis	135000000	chr7B__sym	5
cadenza	arina	chr7B	445000000	545000000	nucmer	7810	arina	100000000	chr7B__ari	5
cadenza	mattis	chr7B	430000000	530000000	nucmer	7811	mattis	100000000	chr7B__sym	5
cadenza	julius	chr7B	40000000	135000000	nucmer	7812	julius	95000000	chr7B__jul	5
paragon	julius	chr7B	40000000	135000000	nucmer	7813	julius	95000000	chr7B__jul	5
cadenza	stanley	chr7B	600000000	670000000	nucmer	7815	stanley	70000000	chr7B__sta	5
robigus	arina	chr7B	290000000	355000000	nucmer	7816	arina	65000000	chr7B__ari	5
paragon	stanley	chr7B	600000000	665000000	nucmer	7817	stanley	65000000	chr7B__sta	5
robigus	mattis	chr7B	615000000	680000000	nucmer	7818	mattis	65000000	chr7B__sym	5
claire	julius	chr7B	75000000	135000000	nucmer	7819	julius	60000000	chr7B__jul	5
claire	stanley	chr7B	615000000	670000000	nucmer	7820	stanley	55000000	chr7B__sta	5
cadenza	mattis	chr7B	555000000	610000000	nucmer	7821	mattis	55000000	chr7B__sym	5
paragon	julius	chr7B	390000000	440000000	nucmer	7822	julius	50000000	chr7B__jul	5
weebil	mace	chr7B	195000000	245000000	nucmer	7823	mace	50000000	chr7B__mac	5
robigus	mattis	chr7B	0	50000000	nucmer	7824	mattis	50000000	chr7B__sym	5
claire	arina	chr7B	765000000	810000000	nucmer	7825	arina	45000000	chr7B__ari	5
robigus	julius	chr7B	90000000	135000000	nucmer	7826	julius	45000000	chr7B__jul	5
robigus	mattis	chr7B	830000000	870000000	nucmer	7827	mattis	40000000	chr7B__sym	5
cadenza	arina	chr7B	875000000	910000000	nucmer	7828	arina	35000000	chr7B__ari	5
robigus	arina	chr7B	780000000	815000000	nucmer	7829	arina	35000000	chr7B__ari	5
weebil	stanley	chr7B	715000000	750000000	nucmer	7830	stanley	35000000	chr7B__sta	5
weebil	mace	chr7B	145000000	175000000	nucmer	7832	mace	30000000	chr7B__mac	5
paragon	arina	chr7B	885000000	910000000	nucmer	7833	arina	25000000	chr7B__ari	5
cadenza	julius	chr7B	410000000	435000000	nucmer	7835	julius	25000000	chr7B__jul	5
claire	julius	chr7B	590000000	610000000	nucmer	7837	julius	20000000	chr7B__jul	5
robigus	julius	chr7B	5000000	25000000	nucmer	7838	julius	20000000	chr7B__jul	5
weebil	mace	chr7B	45000000	65000000	nucmer	7842	mace	20000000	chr7B__mac	5
weebil	mace	chr7B	655000000	675000000	nucmer	7843	mace	20000000	chr7B__mac	5
claire	julius	chr7B	685000000	700000000	nucmer	7844	julius	15000000	chr7B__jul	5
weebil	lancer	chr7B	480000000	495000000	nucmer	7845	lancer	15000000	chr7B__lac	5
cadenza	mace	chr7B	715000000	730000000	nucmer	7846	mace	15000000	chr7B__mac	5
weebil	mace	chr7B	385000000	400000000	nucmer	7847	mace	15000000	chr7B__mac	5
robigus	arina	chr7B	105000000	115000000	nucmer	7849	arina	10000000	chr7B__ari	5
robigus	julius	chr7B	705000000	715000000	nucmer	7853	julius	10000000	chr7B__jul	5
weebil	landmark	chr7B	740000000	750000000	nucmer	7856	landmark	10000000	chr7B__ldm	5
paragon	mace	chr7B	610000000	620000000	nucmer	7857	mace	10000000	chr7B__mac	5
paragon	mace	chr7B	715000000	725000000	nucmer	7858	mace	10000000	chr7B__mac	5
weebil	stanley	chr7B	25000000	35000000	nucmer	7859	stanley	10000000	chr7B__sta	5
claire	mattis	chr7B	180000000	190000000	nucmer	7860	mattis	10000000	chr7B__sym	5
robigus	mattis	chr7B	885000000	895000000	nucmer	7861	mattis	10000000	chr7B__sym	5
cadenza	arina	chr7B	745000000	750000000	nucmer	7862	arina	5000000	chr7B__ari	5
claire	arina	chr7B	870000000	875000000	nucmer	7863	arina	5000000	chr7B__ari	5
robigus	arina	chr7B	625000000	630000000	nucmer	7864	arina	5000000	chr7B__ari	5
weebil	arina	chr7B	650000000	655000000	nucmer	7865	arina	5000000	chr7B__ari	5
cadenza	jagger	chr7B	335000000	340000000	nucmer	7866	jagger	5000000	chr7B__jag	5
claire	jagger	chr7B	680000000	685000000	nucmer	7867	jagger	5000000	chr7B__jag	5
claire	jagger	chr7B	740000000	745000000	nucmer	7868	jagger	5000000	chr7B__jag	5
paragon	jagger	chr7B	335000000	340000000	nucmer	7870	jagger	5000000	chr7B__jag	5
paragon	jagger	chr7B	600000000	605000000	nucmer	7871	jagger	5000000	chr7B__jag	5
robigus	jagger	chr7B	715000000	720000000	nucmer	7872	jagger	5000000	chr7B__jag	5
robigus	jagger	chr7B	745000000	750000000	nucmer	7873	jagger	5000000	chr7B__jag	5
weebil	jagger	chr7B	395000000	400000000	nucmer	7874	jagger	5000000	chr7B__jag	5
weebil	jagger	chr7B	600000000	605000000	nucmer	7875	jagger	5000000	chr7B__jag	5
claire	julius	chr7B	350000000	355000000	nucmer	7876	julius	5000000	chr7B__jul	5
claire	julius	chr7B	420000000	425000000	nucmer	7877	julius	5000000	chr7B__jul	5
claire	julius	chr7B	645000000	650000000	nucmer	7878	julius	5000000	chr7B__jul	5
paragon	julius	chr7B	650000000	655000000	nucmer	7879	julius	5000000	chr7B__jul	5
robigus	julius	chr7B	160000000	165000000	nucmer	7880	julius	5000000	chr7B__jul	5
robigus	julius	chr7B	610000000	615000000	nucmer	7881	julius	5000000	chr7B__jul	5
weebil	julius	chr7B	750000000	755000000	nucmer	7882	julius	5000000	chr7B__jul	5
cadenza	lancer	chr7B	690000000	695000000	nucmer	7883	lancer	5000000	chr7B__lac	5
weebil	lancer	chr7B	645000000	650000000	nucmer	7885	lancer	5000000	chr7B__lac	5
cadenza	landmark	chr7B	730000000	735000000	nucmer	7886	landmark	5000000	chr7B__ldm	5
paragon	landmark	chr7B	730000000	735000000	nucmer	7887	landmark	5000000	chr7B__ldm	5
weebil	landmark	chr7B	30000000	35000000	nucmer	7888	landmark	5000000	chr7B__ldm	5
cadenza	mace	chr7B	610000000	615000000	nucmer	7889	mace	5000000	chr7B__mac	5
claire	mace	chr7B	610000000	615000000	nucmer	7890	mace	5000000	chr7B__mac	5
claire	mace	chr7B	705000000	710000000	nucmer	7891	mace	5000000	chr7B__mac	5
paragon	stanley	chr7B	715000000	720000000	nucmer	7892	stanley	5000000	chr7B__sta	5
weebil	stanley	chr7B	605000000	610000000	nucmer	7893	stanley	5000000	chr7B__sta	5
cadenza	mattis	chr7B	230000000	235000000	nucmer	7894	mattis	5000000	chr7B__sym	5
claire	mattis	chr7B	950000000	955000000	nucmer	7895	mattis	5000000	chr7B__sym	5
robigus	mattis	chr7B	165000000	170000000	nucmer	7896	mattis	5000000	chr7B__sym	5
robigus	mattis	chr7B	345000000	350000000	nucmer	7897	mattis	5000000	chr7B__sym	5
weebil	mattis	chr7B	70000000	75000000	nucmer	7898	mattis	5000000	chr7B__sym	5
weebil	mattis	chr7B	320000000	325000000	nucmer	7899	mattis	5000000	chr7B__sym	5
cadenza	claire	chr7B	73134816	151433549	BLAST	7900	IWGSCv1.1	78298733	chr7B	5
claire	cadenza	chr7B	73134816	151433549	BLAST	7900	IWGSCv1.1	78298733	chr7B	5
cadenza	claire	chr7B	153323473	253264347	BLAST	7901	IWGSCv1.1	99940874	chr7B	5
claire	cadenza	chr7B	153323473	253264347	BLAST	7901	IWGSCv1.1	99940874	chr7B	5
cadenza	claire	chr7B	310411517	382280248	BLAST	7902	IWGSCv1.1	71868731	chr7B	5
claire	cadenza	chr7B	310411517	382280248	BLAST	7902	IWGSCv1.1	71868731	chr7B	5
cadenza	claire	chr7B	434360614	440818036	BLAST	7903	IWGSCv1.1	6457422	chr7B	5
claire	cadenza	chr7B	434360614	440818036	BLAST	7903	IWGSCv1.1	6457422	chr7B	5
cadenza	claire	chr7B	452214598	525027470	BLAST	7904	IWGSCv1.1	72812872	chr7B	5
claire	cadenza	chr7B	452214598	525027470	BLAST	7904	IWGSCv1.1	72812872	chr7B	5
cadenza	claire	chr7B	526234137	540250862	BLAST	7905	IWGSCv1.1	14016725	chr7B	5
claire	cadenza	chr7B	526234137	540250862	BLAST	7905	IWGSCv1.1	14016725	chr7B	5
cadenza	claire	chr7B	620652849	632670710	BLAST	7906	IWGSCv1.1	12017861	chr7B	5
claire	cadenza	chr7B	620652849	632670710	BLAST	7906	IWGSCv1.1	12017861	chr7B	5
cadenza	claire	chr7B	632799627	664206028	BLAST	7907	IWGSCv1.1	31406401	chr7B	5
claire	cadenza	chr7B	632799627	664206028	BLAST	7907	IWGSCv1.1	31406401	chr7B	5
cadenza	julius	chr7B	228917240	247462654	BLAST	7911	IWGSCv1.1	18545414	chr7B	5
julius	cadenza	chr7B	239825989	258481112	BLAST	7911	julius	18655123	chr7B__jul	5
cadenza	paragon	chr7B	25339726	259609475	BLAST	7917	IWGSCv1.1	234269749	chr7B	5
paragon	cadenza	chr7B	25339726	259609475	BLAST	7917	IWGSCv1.1	234269749	chr7B	5
cadenza	paragon	chr7B	261997165	392804077	BLAST	7918	IWGSCv1.1	130806912	chr7B	5
paragon	cadenza	chr7B	261997165	392804077	BLAST	7918	IWGSCv1.1	130806912	chr7B	5
cadenza	paragon	chr7B	392813947	665420305	BLAST	7919	IWGSCv1.1	272606358	chr7B	5
paragon	cadenza	chr7B	392813947	665420305	BLAST	7919	IWGSCv1.1	272606358	chr7B	5
cadenza	paragon	chr7B	696187709	716042585	BLAST	7920	IWGSCv1.1	19854876	chr7B	5
paragon	cadenza	chr7B	696187709	716042585	BLAST	7920	IWGSCv1.1	19854876	chr7B	5
cadenza	paragon	chr7B	720478419	740041421	BLAST	7921	IWGSCv1.1	19563002	chr7B	5
paragon	cadenza	chr7B	720478419	740041421	BLAST	7921	IWGSCv1.1	19563002	chr7B	5
cadenza	robigus	chr7B	88305660	154819493	BLAST	7922	IWGSCv1.1	66513833	chr7B	5
robigus	cadenza	chr7B	88305660	154819493	BLAST	7922	IWGSCv1.1	66513833	chr7B	5
cadenza	robigus	chr7B	527856076	535615611	BLAST	7923	IWGSCv1.1	7759535	chr7B	5
robigus	cadenza	chr7B	527856076	535615611	BLAST	7923	IWGSCv1.1	7759535	chr7B	5
cadenza	robigus	chr7B	584034988	590262103	BLAST	7924	IWGSCv1.1	6227115	chr7B	5
robigus	cadenza	chr7B	584034988	590262103	BLAST	7924	IWGSCv1.1	6227115	chr7B	5
claire	julius	chr7B	6369488	12967674	BLAST	7929	IWGSCv1.1	6598186	chr7B	5
julius	claire	chr7B	6650269	13751771	BLAST	7929	julius	7101502	chr7B__jul	5
claire	julius	chr7B	228787372	261997746	BLAST	7931	IWGSCv1.1	33210374	chr7B	5
julius	claire	chr7B	239696542	273097630	BLAST	7931	julius	33401088	chr7B__jul	5
claire	paragon	chr7B	73289443	259609475	BLAST	7938	IWGSCv1.1	186320032	chr7B	5
paragon	claire	chr7B	73289443	259609475	BLAST	7938	IWGSCv1.1	186320032	chr7B	5
claire	paragon	chr7B	267335200	376433684	BLAST	7939	IWGSCv1.1	109098484	chr7B	5
paragon	claire	chr7B	267335200	376433684	BLAST	7939	IWGSCv1.1	109098484	chr7B	5
claire	paragon	chr7B	376436180	424055666	BLAST	7940	IWGSCv1.1	47619486	chr7B	5
paragon	claire	chr7B	376436180	424055666	BLAST	7940	IWGSCv1.1	47619486	chr7B	5
claire	paragon	chr7B	434360614	447717076	BLAST	7941	IWGSCv1.1	13356462	chr7B	5
paragon	claire	chr7B	434360614	447717076	BLAST	7941	IWGSCv1.1	13356462	chr7B	5
claire	paragon	chr7B	453118192	539232907	BLAST	7942	IWGSCv1.1	86114715	chr7B	5
paragon	claire	chr7B	453118192	539232907	BLAST	7942	IWGSCv1.1	86114715	chr7B	5
claire	paragon	chr7B	616820801	664206028	BLAST	7943	IWGSCv1.1	47385227	chr7B	5
paragon	claire	chr7B	616820801	664206028	BLAST	7943	IWGSCv1.1	47385227	chr7B	5
claire	robigus	chr7B	32586395	44298713	BLAST	7944	IWGSCv1.1	11712318	chr7B	5
robigus	claire	chr7B	32586395	44298713	BLAST	7944	IWGSCv1.1	11712318	chr7B	5
claire	robigus	chr7B	45050864	64036866	BLAST	7945	IWGSCv1.1	18986002	chr7B	5
robigus	claire	chr7B	45050864	64036866	BLAST	7945	IWGSCv1.1	18986002	chr7B	5
claire	robigus	chr7B	88305660	134636570	BLAST	7946	IWGSCv1.1	46330910	chr7B	5
robigus	claire	chr7B	88305660	134636570	BLAST	7946	IWGSCv1.1	46330910	chr7B	5
claire	robigus	chr7B	135578175	154772809	BLAST	7947	IWGSCv1.1	19194634	chr7B	5
robigus	claire	chr7B	135578175	154772809	BLAST	7947	IWGSCv1.1	19194634	chr7B	5
claire	robigus	chr7B	396044691	458787509	BLAST	7948	IWGSCv1.1	62742818	chr7B	5
robigus	claire	chr7B	396044691	458787509	BLAST	7948	IWGSCv1.1	62742818	chr7B	5
claire	robigus	chr7B	528727920	535615611	BLAST	7949	IWGSCv1.1	6887691	chr7B	5
robigus	claire	chr7B	528727920	535615611	BLAST	7949	IWGSCv1.1	6887691	chr7B	5
jagger	mace	chr7B	255044037	283129908	BLAST	7959	jagger	28085871	chr7B__jag	5
mace	jagger	chr7B	249937470	277376959	BLAST	7959	mace	27439489	chr7B__mac	5
jagger	mace	chr7B	383579042	391344893	BLAST	7960	jagger	7765851	chr7B__jag	5
mace	jagger	chr7B	376215370	383907107	BLAST	7960	mace	7691737	chr7B__mac	5
jagger	weebil	chr7B	242237667	282392125	BLAST	7967	jagger	40154458	chr7B__jag	5
weebil	jagger	chr7B	228917240	259609475	BLAST	7967	IWGSCv1.1	30692235	chr7B	5
jagger	weebil	chr7B	472169854	483026675	BLAST	7968	jagger	10856821	chr7B__jag	5
weebil	jagger	chr7B	469468546	480434393	BLAST	7968	IWGSCv1.1	10965847	chr7B	5
julius	landmark	chr7B	248658209	258481112	BLAST	7970	julius	9822903	chr7B__jul	5
landmark	julius	chr7B	249787333	259608169	BLAST	7970	landmark	9820836	chr7B__ldm	5
julius	mace	chr7B	252527841	273097630	BLAST	7971	julius	20569789	chr7B__jul	5
mace	julius	chr7B	249757895	276643913	BLAST	7971	mace	26886018	chr7B__mac	5
julius	paragon	chr7B	239710203	270241735	BLAST	7975	julius	30531532	chr7B__jul	5
paragon	julius	chr7B	228800711	259609475	BLAST	7975	IWGSCv1.1	30808764	chr7B	5
lancer	mace	chr7B	696627439	703164952	BLAST	7988	lancer	6537513	chr7B__lac	5
mace	lancer	chr7B	695389710	701972626	BLAST	7988	mace	6582916	chr7B__mac	5
mace	stanley	chr7B	609837951	617845592	BLAST	8012	mace	8007641	chr7B__mac	5
stanley	mace	chr7B	620852237	629310662	BLAST	8012	stanley	8458425	chr7B__sta	5
mace	weebil	chr7B	5281184	12816984	BLAST	8014	mace	7535800	chr7B__mac	5
weebil	mace	chr7B	4907990	12383882	BLAST	8014	IWGSCv1.1	7475892	chr7B	5
mace	weebil	chr7B	130361921	137251874	BLAST	8017	mace	6889953	chr7B__mac	5
weebil	mace	chr7B	131177692	137802249	BLAST	8017	IWGSCv1.1	6624557	chr7B	5
paragon	robigus	chr7B	88245147	154772809	BLAST	8029	IWGSCv1.1	66527662	chr7B	5
robigus	paragon	chr7B	88245147	154772809	BLAST	8029	IWGSCv1.1	66527662	chr7B	5
paragon	robigus	chr7B	400925137	426527592	BLAST	8030	IWGSCv1.1	25602455	chr7B	5
robigus	paragon	chr7B	400925137	426527592	BLAST	8030	IWGSCv1.1	25602455	chr7B	5
paragon	robigus	chr7B	524886695	536682726	BLAST	8031	IWGSCv1.1	11796031	chr7B	5
robigus	paragon	chr7B	524886695	536682726	BLAST	8031	IWGSCv1.1	11796031	chr7B	5
paragon	robigus	chr7B	584311720	590262103	BLAST	8032	IWGSCv1.1	5950383	chr7B	5
robigus	paragon	chr7B	584311720	590262103	BLAST	8032	IWGSCv1.1	5950383	chr7B	5
paragon	weebil	chr7B	635300989	641375769	BLAST	8036	IWGSCv1.1	6074780	chr7B	5
weebil	paragon	chr7B	635300989	641375769	BLAST	8036	IWGSCv1.1	6074780	chr7B	5
paragon	weebil	chr7B	713289070	720485603	BLAST	8037	IWGSCv1.1	7196533	chr7B	5
weebil	paragon	chr7B	713289070	720485603	BLAST	8037	IWGSCv1.1	7196533	chr7B	5
arina	julius	chr7B	145492641	162695245	BLAST	8050	arina	17202604	chr7B__ari	5
julius	arina	chr7B	591123647	608297828	BLAST	8050	julius	17174181	chr7B__jul	5
arina	mattis	chr7B	138602865	427858419	BLAST	8059	arina	289255554	chr7B__ari	5
mattis	arina	chr7B	547484696	834282886	BLAST	8059	mattis	286798190	chr7B__sym	5
arina	mattis	chr7B	88409170	92804712	BLAST	8060	arina	4395542	chr7B__ari	5
arina	mattis	chr7B	95335524	121465662	BLAST	8060	arina	26130138	chr7B__ari	5
mattis	arina	chr7B	851465335	882331207	BLAST	8060	mattis	30865872	chr7B__sym	5
julius	mattis	chr7B	591123647	608297828	BLAST	8067	julius	17174181	chr7B__jul	5
mattis	julius	chr7B	810462351	827607889	BLAST	8067	mattis	17145538	chr7B__sym	5
julius	mattis	chr7B	618018543	624271156	BLAST	8068	julius	6252613	chr7B__jul	5
mattis	julius	chr7B	837228219	843443833	BLAST	8068	mattis	6215614	chr7B__sym	5
arina	robigus	chr7B	215916625	226974576	BLAST	8084	arina	11057951	chr7B__ari	5
robigus	arina	chr7B	524886695	535826161	BLAST	8084	IWGSCv1.1	10939466	chr7B	5
robigus	mattis	chr7B	524886695	535826161	BLAST	8087	IWGSCv1.1	10939466	chr7B	5
mattis	robigus	chr7B	746852141	757856794	BLAST	8087	mattis	11004653	chr7B__sym	5
chinese	landmark	chr7B	89883947	97377063	BLAST	8094	chinese	7493116	chr7B__chi	5
landmark	chinese	chr7B	90790537	98320565	BLAST	8094	landmark	7530028	chr7B__ldm	5
chinese	norin61	chr7B	92959468	99631420	BLAST	8097	chinese	6671952	chr7B__chi	5
norin61	chinese	chr7B	96109144	102769955	BLAST	8097	norin61	6660811	chr7B__nor	5
jagger	mattis	chr7D	140000000	415000000	nucmer	8098	jagger	275000000	chr7D__jag	5
mattis	jagger	chr7D	140000000	410000000	nucmer	8098	mattis	270000000	chr7D__sym	5
landmark	weebil	chr7D	190000000	415000000	nucmer	8099	landmark	225000000	chr7D__ldm	5
mattis	paragon	chr7D	265000000	475000000	nucmer	8100	mattis	210000000	chr7D__sym	5
jagger	claire	chr7D	230000000	405000000	nucmer	8101	jagger	175000000	chr7D__jag	5
mattis	claire	chr7D	230000000	405000000	nucmer	8102	mattis	175000000	chr7D__sym	5
jagger	robigus	chr7D	245000000	415000000	nucmer	8103	jagger	170000000	chr7D__jag	5
mattis	robigus	chr7D	325000000	475000000	nucmer	8104	mattis	150000000	chr7D__sym	5
jagger	paragon	chr7D	265000000	410000000	nucmer	8105	jagger	145000000	chr7D__jag	5
julius	claire	chr7D	270000000	390000000	nucmer	8106	julius	120000000	chr7D__jul	5
jagger	robigus	chr7D	460000000	550000000	nucmer	8107	jagger	90000000	chr7D__jag	5
jagger	claire	chr7D	465000000	550000000	nucmer	8108	jagger	85000000	chr7D__jag	5
jagger	paragon	chr7D	465000000	550000000	nucmer	8109	jagger	85000000	chr7D__jag	5
jagger	claire	chr7D	95000000	160000000	nucmer	8110	jagger	65000000	chr7D__jag	5
mattis	robigus	chr7D	245000000	310000000	nucmer	8111	mattis	65000000	chr7D__sym	5
jagger	robigus	chr7D	95000000	155000000	nucmer	8112	jagger	60000000	chr7D__jag	5
lancer	paragon	chr7D	420000000	480000000	nucmer	8113	lancer	60000000	chr7D__lac	5
jagger	cadenza	chr7D	95000000	145000000	nucmer	8114	jagger	50000000	chr7D__jag	5
julius	paragon	chr7D	270000000	320000000	nucmer	8115	julius	50000000	chr7D__jul	5
mace	robigus	chr7D	270000000	320000000	nucmer	8116	mace	50000000	chr7D__mac	5
stanley	jagger	chr7D	415000000	465000000	nucmer	8117	stanley	50000000	chr7D__sta	5
jagger	stanley	chr7D	415000000	460000000	nucmer	8117	jagger	45000000	chr7D__jag	5
julius	robigus	chr7D	275000000	320000000	nucmer	8118	julius	45000000	chr7D__jul	5
julius	robigus	chr7D	345000000	390000000	nucmer	8119	julius	45000000	chr7D__jul	5
arina	claire	chr7D	510000000	550000000	nucmer	8120	arina	40000000	chr7D__ari	5
arina	robigus	chr7D	270000000	310000000	nucmer	8121	arina	40000000	chr7D__ari	5
jagger	stanley	chr7D	55000000	95000000	nucmer	8122	jagger	40000000	chr7D__jag	5
julius	paragon	chr7D	150000000	190000000	nucmer	8123	julius	40000000	chr7D__jul	5
landmark	stanley	chr7D	30000000	70000000	nucmer	8124	landmark	40000000	chr7D__ldm	5
stanley	jagger	chr7D	55000000	95000000	nucmer	8122	stanley	40000000	chr7D__sta	5
stanley	landmark	chr7D	35000000	75000000	nucmer	8124	stanley	40000000	chr7D__sta	5
arina	paragon	chr7D	270000000	305000000	nucmer	8125	arina	35000000	chr7D__ari	5
arina	paragon	chr7D	335000000	370000000	nucmer	8126	arina	35000000	chr7D__ari	5
jagger	julius	chr7D	530000000	565000000	nucmer	8127	jagger	35000000	chr7D__jag	5
julius	paragon	chr7D	335000000	370000000	nucmer	8128	julius	35000000	chr7D__jul	5
landmark	robigus	chr7D	500000000	535000000	nucmer	8129	landmark	35000000	chr7D__ldm	5
landmark	weebil	chr7D	430000000	465000000	nucmer	8130	landmark	35000000	chr7D__ldm	5
arina	robigus	chr7D	360000000	390000000	nucmer	8131	arina	30000000	chr7D__ari	5
julius	jagger	chr7D	535000000	565000000	nucmer	8127	julius	30000000	chr7D__jul	5
lancer	robigus	chr7D	420000000	450000000	nucmer	8132	lancer	30000000	chr7D__lac	5
lancer	mattis	chr7D	420000000	450000000	nucmer	8133	lancer	30000000	chr7D__lac	5
landmark	stanley	chr7D	535000000	565000000	nucmer	8134	landmark	30000000	chr7D__ldm	5
stanley	cadenza	chr7D	545000000	575000000	nucmer	8135	stanley	30000000	chr7D__sta	5
stanley	claire	chr7D	25000000	55000000	nucmer	8136	stanley	30000000	chr7D__sta	5
stanley	landmark	chr7D	535000000	565000000	nucmer	8134	stanley	30000000	chr7D__sta	5
stanley	weebil	chr7D	110000000	140000000	nucmer	8137	stanley	30000000	chr7D__sta	5
jagger	claire	chr7D	565000000	590000000	nucmer	8138	jagger	25000000	chr7D__jag	5
julius	cadenza	chr7D	140000000	165000000	nucmer	8139	julius	25000000	chr7D__jul	5
landmark	claire	chr7D	510000000	535000000	nucmer	8140	landmark	25000000	chr7D__ldm	5
mattis	lancer	chr7D	420000000	445000000	nucmer	8133	mattis	25000000	chr7D__sym	5
arina	claire	chr7D	300000000	320000000	nucmer	8141	arina	20000000	chr7D__ari	5
arina	paragon	chr7D	185000000	205000000	nucmer	8142	arina	20000000	chr7D__ari	5
arina	paragon	chr7D	530000000	550000000	nucmer	8143	arina	20000000	chr7D__ari	5
arina	robigus	chr7D	600000000	620000000	nucmer	8144	arina	20000000	chr7D__ari	5
jagger	cadenza	chr7D	515000000	535000000	nucmer	8145	jagger	20000000	chr7D__jag	5
jagger	julius	chr7D	360000000	380000000	nucmer	8146	jagger	20000000	chr7D__jag	5
jagger	landmark	chr7D	50000000	70000000	nucmer	8147	jagger	20000000	chr7D__jag	5
jagger	stanley	chr7D	620000000	640000000	nucmer	8148	jagger	20000000	chr7D__jag	5
jagger	mattis	chr7D	460000000	480000000	nucmer	8149	jagger	20000000	chr7D__jag	5
julius	robigus	chr7D	165000000	185000000	nucmer	8150	julius	20000000	chr7D__jul	5
landmark	cadenza	chr7D	545000000	565000000	nucmer	8151	landmark	20000000	chr7D__ldm	5
landmark	jagger	chr7D	50000000	70000000	nucmer	8147	landmark	20000000	chr7D__ldm	5
mace	paragon	chr7D	270000000	290000000	nucmer	8152	mace	20000000	chr7D__mac	5
stanley	mattis	chr7D	505000000	525000000	nucmer	8153	stanley	20000000	chr7D__sta	5
arina	claire	chr7D	185000000	200000000	nucmer	8154	arina	15000000	chr7D__ari	5
arina	claire	chr7D	335000000	350000000	nucmer	8155	arina	15000000	chr7D__ari	5
arina	jagger	chr7D	535000000	550000000	nucmer	8156	arina	15000000	chr7D__ari	5
arina	robigus	chr7D	185000000	200000000	nucmer	8157	arina	15000000	chr7D__ari	5
jagger	arina	chr7D	530000000	545000000	nucmer	8156	jagger	15000000	chr7D__jag	5
jagger	paragon	chr7D	145000000	160000000	nucmer	8158	jagger	15000000	chr7D__jag	5
jagger	mattis	chr7D	95000000	110000000	nucmer	8159	jagger	15000000	chr7D__jag	5
julius	arina	chr7D	535000000	550000000	nucmer	8160	julius	15000000	chr7D__jul	5
julius	jagger	chr7D	355000000	370000000	nucmer	8146	julius	15000000	chr7D__jul	5
julius	paragon	chr7D	535000000	550000000	nucmer	8161	julius	15000000	chr7D__jul	5
julius	robigus	chr7D	15000000	30000000	nucmer	8162	julius	15000000	chr7D__jul	5
lancer	stanley	chr7D	485000000	500000000	nucmer	8163	lancer	15000000	chr7D__lac	5
landmark	paragon	chr7D	500000000	515000000	nucmer	8164	landmark	15000000	chr7D__ldm	5
landmark	stanley	chr7D	0	15000000	nucmer	8165	landmark	15000000	chr7D__ldm	5
mace	claire	chr7D	335000000	350000000	nucmer	8166	mace	15000000	chr7D__mac	5
mace	paragon	chr7D	335000000	350000000	nucmer	8167	mace	15000000	chr7D__mac	5
mace	paragon	chr7D	365000000	380000000	nucmer	8168	mace	15000000	chr7D__mac	5
mace	stanley	chr7D	25000000	40000000	nucmer	8169	mace	15000000	chr7D__mac	5
stanley	lancer	chr7D	490000000	505000000	nucmer	8163	stanley	15000000	chr7D__sta	5
stanley	landmark	chr7D	0	15000000	nucmer	8165	stanley	15000000	chr7D__sta	5
stanley	mace	chr7D	25000000	40000000	nucmer	8169	stanley	15000000	chr7D__sta	5
stanley	weebil	chr7D	625000000	640000000	nucmer	8170	stanley	15000000	chr7D__sta	5
mattis	claire	chr7D	140000000	155000000	nucmer	8171	mattis	15000000	chr7D__sym	5
mattis	jagger	chr7D	95000000	110000000	nucmer	8159	mattis	15000000	chr7D__sym	5
mattis	jagger	chr7D	460000000	475000000	nucmer	8149	mattis	15000000	chr7D__sym	5
mattis	mace	chr7D	560000000	575000000	nucmer	8172	mattis	15000000	chr7D__sym	5
mattis	robigus	chr7D	140000000	155000000	nucmer	8173	mattis	15000000	chr7D__sym	5
mattis	stanley	chr7D	500000000	515000000	nucmer	8153	mattis	15000000	chr7D__sym	5
arina	julius	chr7D	535000000	545000000	nucmer	8160	arina	10000000	chr7D__ari	5
chinese	norin61	chr7D	415000000	425000000	nucmer	8174	chinese	10000000	chr7D__chi	5
chinese	paragon	chr7D	310000000	320000000	nucmer	8175	chinese	10000000	chr7D__chi	5
